Provider_ID,Name,Type,Address,City,Contact,Food_ID,Food_Name,Quantity,Expiry_Date,Provider_Type,Location,Food_Type,Meal_Type
135,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,119,Bread,49,2025-03-28,Catering Service,East Candace,Non-Vegetarian,Breakfast
135,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,241,Fish,4,2025-03-23,Catering Service,East Candace,Vegetarian,Breakfast
138,"Jones, Rojas and Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,490.519.3490x03679,372,Pasta,11,2025-03-25,Grocery Store,North Sherrimouth,Vegan,Snacks
138,"Jones, Rojas and Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,490.519.3490x03679,660,Salad,42,2025-03-17,Grocery Store,North Sherrimouth,Vegetarian,Snacks
138,"Jones, Rojas and Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,490.519.3490x03679,882,Salad,43,2025-03-23,Grocery Store,North Sherrimouth,Vegan,Lunch
139,Johnson-Ray,Supermarket,"3639 Jones Brooks
South Matthew, VA 33223",Port Connie,294.692.7978x3473,333,Salad,41,2025-03-20,Supermarket,Port Connie,Non-Vegetarian,Breakfast
139,Johnson-Ray,Supermarket,"3639 Jones Brooks
South Matthew, VA 33223",Port Connie,294.692.7978x3473,491,Fruits,23,2025-03-25,Supermarket,Port Connie,Vegan,Lunch
139,Johnson-Ray,Supermarket,"3639 Jones Brooks
South Matthew, VA 33223",Port Connie,294.692.7978x3473,931,Vegetables,49,2025-03-23,Supermarket,Port Connie,Vegan,Snacks
140,Zhang LLC,Restaurant,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,594,Chicken,35,2025-03-28,Restaurant,Watsonstad,Non-Vegetarian,Breakfast
140,Zhang LLC,Restaurant,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,601,Vegetables,9,2025-03-27,Restaurant,Watsonstad,Vegan,Snacks
140,Zhang LLC,Restaurant,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,749,Salad,32,2025-03-27,Restaurant,Watsonstad,Non-Vegetarian,Lunch
142,"Myers, Kelley and Riley",Catering Service,"374 Murray Run
Port Sarahview, CA 10295",Mitchellmouth,001-912-865-5943x9580,665,Pasta,7,2025-03-18,Catering Service,Mitchellmouth,Vegan,Dinner
144,"Johnson, Harris and White",Catering Service,"PSC 5814, Box 9023
APO AA 76560",Bellport,293-470-3464x6698,431,Pasta,21,2025-03-20,Catering Service,Bellport,Non-Vegetarian,Lunch
144,"Johnson, Harris and White",Catering Service,"PSC 5814, Box 9023
APO AA 76560",Bellport,293-470-3464x6698,456,Vegetables,16,2025-03-19,Catering Service,Bellport,Vegetarian,Snacks
146,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,614,Salad,43,2025-03-16,Supermarket,Jonathanhaven,Vegan,Lunch
146,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,833,Fruits,44,2025-03-17,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner
146,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,946,Vegetables,29,2025-03-26,Supermarket,Jonathanhaven,Vegan,Breakfast
148,"Perry, Cabrera and Owens",Grocery Store,"97775 Rice Forks
Johnsontown, RI 35006",Annahaven,626-321-0040x18014,123,Soup,11,2025-03-25,Grocery Store,Annahaven,Vegetarian,Lunch
150,"Powers, Clark and Snyder",Grocery Store,"8675 Reed Crest Suite 904
West Wendyborough, ID 45874",North Jamesberg,531-341-5220x02539,48,Rice,30,2025-03-16,Grocery Store,North Jamesberg,Vegan,Breakfast
151,Butler-Newman,Restaurant,"531 Christine Plains Apt. 814
New Randall, GA 19091",Anthonyshire,+1-832-258-6208x585,272,Vegetables,30,2025-03-25,Restaurant,Anthonyshire,Vegan,Dinner
152,Rogers-Shaw,Catering Service,"39253 David Common
West Tyler, NC 21196",South Jacobport,001-522-305-5977x0080,791,Soup,23,2025-03-29,Catering Service,South Jacobport,Vegetarian,Breakfast
153,Wu LLC,Restaurant,"439 Oscar Mountains Suite 426
Lake Markmouth, MI 84788",Hawkinsmouth,350.191.5139x454,60,Pasta,49,2025-03-28,Restaurant,Hawkinsmouth,Non-Vegetarian,Breakfast
154,Smith-Turner,Supermarket,"574 Jamie Mountains Apt. 480
North Timothy, CA 92067",New John,001-084-709-0706x311,371,Bread,34,2025-03-21,Supermarket,New John,Non-Vegetarian,Lunch
154,Smith-Turner,Supermarket,"574 Jamie Mountains Apt. 480
North Timothy, CA 92067",New John,001-084-709-0706x311,499,Salad,6,2025-03-23,Supermarket,New John,Non-Vegetarian,Snacks
154,Smith-Turner,Supermarket,"574 Jamie Mountains Apt. 480
North Timothy, CA 92067",New John,001-084-709-0706x311,591,Fruits,19,2025-03-28,Supermarket,New John,Vegetarian,Breakfast
155,Bennett-Parker,Supermarket,"17497 Michelle Path
New Mariamouth, UT 32031",Charlesview,(773)966-1784,1000,Salad,18,2025-03-19,Supermarket,Charlesview,Non-Vegetarian,Dinner
157,"Rodriguez, Walker and Singleton",Restaurant,"3006 Fernandez Ferry
Jamesview, KS 30878",Bairdfort,998.166.5324,815,Pasta,50,2025-03-22,Restaurant,Bairdfort,Vegan,Snacks
158,Shepherd Group,Catering Service,"922 Nicole Neck
Lake Danaton, ID 65819",North Crystal,001-796-831-6588,596,Fish,44,2025-03-29,Catering Service,North Crystal,Non-Vegetarian,Lunch
159,"Wagner, Cole and Thompson",Grocery Store,"201 Hopkins Lakes
Johnberg, ND 15611",North Brooke,+1-555-595-6288x290,218,Fish,38,2025-03-24,Grocery Store,North Brooke,Vegan,Snacks
161,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,284,Vegetables,36,2025-03-27,Supermarket,Perezport,Vegetarian,Breakfast
161,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,539,Vegetables,14,2025-03-22,Supermarket,Perezport,Vegetarian,Breakfast
161,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,577,Bread,30,2025-03-29,Supermarket,Perezport,Non-Vegetarian,Dinner
161,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,765,Soup,1,2025-03-28,Supermarket,Perezport,Vegan,Lunch
161,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,923,Fruits,42,2025-03-24,Supermarket,Perezport,Vegan,Snacks
162,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178,99,Bread,8,2025-03-28,Restaurant,Penabury,Non-Vegetarian,Dinner
162,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178,780,Dairy,48,2025-03-17,Restaurant,Penabury,Vegan,Snacks
162,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178,938,Vegetables,7,2025-03-22,Restaurant,Penabury,Vegan,Breakfast
164,Yu-Rodriguez,Grocery Store,"144 Armstrong Viaduct Apt. 561
East Ericchester, UT 19438",Sylviabury,017.590.2372,669,Vegetables,14,2025-03-27,Grocery Store,Sylviabury,Vegetarian,Dinner
167,Thompson-Turner,Catering Service,"995 Campbell Mount Suite 129
Graytown, MN 23216",Davidport,897-925-4252,821,Chicken,9,2025-03-24,Catering Service,Davidport,Non-Vegetarian,Lunch
169,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,557,Vegetables,20,2025-03-30,Grocery Store,Lindseyland,Non-Vegetarian,Dinner
169,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,866,Fish,7,2025-03-29,Grocery Store,Lindseyland,Vegetarian,Dinner
170,"Peters, Chase and Davis",Catering Service,"015 Steven Crossing Suite 882
Lake Brendaborough, WV 97596",North Brentbury,+1-813-008-8889x184,235,Dairy,38,2025-03-21,Catering Service,North Brentbury,Vegan,Lunch
172,"Parker, Macdonald and Espinoza",Grocery Store,"708 Jones Estates Suite 598
Lake Samuel, RI 75975",Garciaside,776-066-7306x648,146,Chicken,17,2025-03-25,Grocery Store,Garciaside,Vegan,Lunch
174,"Gillespie, Foster and Boyd",Grocery Store,"Unit 1730 Box 5566
DPO AA 26190",North Carolfurt,001-862-502-0221x7258,53,Fruits,13,2025-03-16,Grocery Store,North Carolfurt,Vegetarian,Lunch
175,Olson Ltd,Catering Service,"45318 Delgado Junctions Apt. 756
Jamesburgh, IA 92476",Katherinefurt,+1-446-162-1060,907,Chicken,17,2025-03-16,Catering Service,Katherinefurt,Vegan,Lunch
176,Allen-Mccullough,Restaurant,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,508,Dairy,42,2025-03-18,Restaurant,East John,Vegan,Lunch
176,Allen-Mccullough,Restaurant,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,695,Fruits,17,2025-03-23,Restaurant,East John,Vegetarian,Breakfast
176,Allen-Mccullough,Restaurant,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,947,Bread,29,2025-03-19,Restaurant,East John,Vegetarian,Breakfast
177,Turner-Ramirez,Supermarket,"53362 Woods Viaduct Apt. 059
Ronaldview, SC 94816",South Nicholasville,679.699.5497,678,Pasta,8,2025-03-24,Supermarket,South Nicholasville,Vegetarian,Snacks
178,Mcbride-Rogers,Catering Service,"4742 Fischer Club Apt. 161
West Carrieview, WA 33065",Scottchester,820.665.7265x01138,429,Pasta,34,2025-03-17,Catering Service,Scottchester,Non-Vegetarian,Lunch
179,"Lucas, Bush and Miller",Supermarket,"4664 Debra Row Apt. 580
Lake Stephen, TX 87375",North Michelle,3334774489,42,Rice,50,2025-03-16,Supermarket,North Michelle,Vegan,Lunch
181,"Black, Montgomery and Hernandez",Restaurant,"118 Karen Fields
West Angelaport, GA 22035",Taylormouth,001-763-656-6801x10211,929,Bread,23,2025-03-26,Restaurant,Taylormouth,Vegan,Lunch
182,Wilson-Ortiz,Grocery Store,"Unit 2603 Box 7875
DPO AP 30589",Port Jeffrey,(345)889-2010,184,Salad,7,2025-03-29,Grocery Store,Port Jeffrey,Vegetarian,Dinner
182,Wilson-Ortiz,Grocery Store,"Unit 2603 Box 7875
DPO AP 30589",Port Jeffrey,(345)889-2010,753,Fruits,19,2025-03-24,Grocery Store,Port Jeffrey,Vegetarian,Breakfast
183,Elliott-Stephens,Grocery Store,"240 Brian Circle Apt. 335
Morrowfurt, KS 49845",South Anne,(416)071-3611x991,901,Vegetables,38,2025-03-26,Grocery Store,South Anne,Vegetarian,Dinner
184,Norris-Townsend,Grocery Store,"1117 Doyle Locks
West Aaron, MO 08423",Velazquezview,(630)461-1996x59800,647,Rice,1,2025-03-18,Grocery Store,Velazquezview,Vegan,Snacks
185,"Horn, Johnson and Moore",Restaurant,"886 Tammy Mills
Stevensshire, VA 03285",Shirleyland,596.993.2969x47891,485,Salad,50,2025-03-18,Restaurant,Shirleyland,Vegan,Lunch
186,Garner PLC,Grocery Store,"90840 Edgar Light Suite 091
Lake Caseyberg, IA 64520",Evansmouth,(112)902-8389,739,Chicken,2,2025-03-28,Grocery Store,Evansmouth,Vegan,Breakfast
189,Blackwell Ltd,Supermarket,"829 Allen Bridge
West Karenburgh, ND 61533",Brianside,(604)057-1444x583,454,Pasta,4,2025-03-22,Supermarket,Brianside,Vegetarian,Lunch
191,Grant-Davis,Grocery Store,"6946 Shaffer Viaduct Apt. 909
Lisabury, LA 90232",Lake Jessicamouth,+1-672-949-7621x738,906,Soup,17,2025-03-30,Grocery Store,Lake Jessicamouth,Vegan,Snacks
192,"Hunter, Ballard and Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,587,Fruits,22,2025-03-21,Catering Service,Leslieville,Non-Vegetarian,Dinner
192,"Hunter, Ballard and Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,701,Salad,33,2025-03-19,Catering Service,Leslieville,Vegetarian,Lunch
192,"Hunter, Ballard and Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,964,Rice,46,2025-03-25,Catering Service,Leslieville,Vegan,Dinner
193,"Chung, Morris and Craig",Restaurant,"310 Steven Overpass Apt. 402
Paulside, NM 92478",North Lisaland,001-981-892-0136x674,800,Dairy,15,2025-03-20,Restaurant,North Lisaland,Vegan,Lunch
195,Williams-Strong,Supermarket,"712 Johnson Squares
Johnburgh, IN 34833",Justinhaven,935.536.1144,755,Soup,4,2025-03-17,Supermarket,Justinhaven,Vegetarian,Dinner
196,Owens-Taylor,Restaurant,"553 Emily Mountains Suite 339
East Mary, MI 74272",Bartonborough,+1-977-169-9906x1607,29,Bread,18,2025-03-19,Restaurant,Bartonborough,Vegan,Lunch
196,Owens-Taylor,Restaurant,"553 Emily Mountains Suite 339
East Mary, MI 74272",Bartonborough,+1-977-169-9906x1607,417,Soup,49,2025-03-19,Restaurant,Bartonborough,Vegan,Snacks
198,Bowman LLC,Restaurant,"70033 Katie Walk
South Joshuaport, NY 57110",Port Karen,(890)877-4218x852,915,Vegetables,35,2025-03-22,Restaurant,Port Karen,Non-Vegetarian,Snacks
199,"Clark, Evans and Navarro",Catering Service,"1567 Rice Route
Mcbrideton, SD 00586",Christinamouth,+1-260-408-7633x914,705,Fruits,39,2025-03-30,Catering Service,Christinamouth,Non-Vegetarian,Breakfast
200,Turner-Woods,Supermarket,"413 Abigail Park Suite 737
North Heather, VA 59882",Bradleyport,+1-498-827-6905x7873,768,Soup,39,2025-03-28,Supermarket,Bradleyport,Non-Vegetarian,Snacks
201,Ramirez LLC,Catering Service,"1488 Cook Ports
South Lindsay, WI 06937",Sandrastad,001-916-437-4521x821,270,Pasta,29,2025-03-29,Catering Service,Sandrastad,Vegan,Lunch
201,Ramirez LLC,Catering Service,"1488 Cook Ports
South Lindsay, WI 06937",Sandrastad,001-916-437-4521x821,464,Fish,27,2025-03-20,Catering Service,Sandrastad,Vegetarian,Lunch
202,Graham-Peters,Supermarket,"72444 Dennis Centers Apt. 058
East Sarahton, NM 90794",Vazquezshire,+1-491-368-1719x38393,460,Dairy,45,2025-03-17,Supermarket,Vazquezshire,Vegetarian,Dinner
204,Lyons Inc,Supermarket,"0820 Christopher Dale
Angelamouth, GA 29905",Lake Lauraton,127.959.5462x8745,775,Pasta,7,2025-03-17,Supermarket,Lake Lauraton,Vegetarian,Dinner
205,Thompson Group,Grocery Store,"81499 Baker Valley Suite 876
Wheelerview, CT 20385",Carlbury,858-115-6375x26624,634,Bread,40,2025-03-16,Grocery Store,Carlbury,Non-Vegetarian,Breakfast
205,Thompson Group,Grocery Store,"81499 Baker Valley Suite 876
Wheelerview, CT 20385",Carlbury,858-115-6375x26624,842,Bread,40,2025-03-21,Grocery Store,Carlbury,Vegan,Breakfast
206,Yoder-Murray,Catering Service,"Unit 6112 Box 2655
DPO AP 68074",Port Emilyburgh,001-593-330-4216x5945,216,Vegetables,33,2025-03-16,Catering Service,Port Emilyburgh,Vegetarian,Dinner
208,"Miller, Johnson and Fernandez",Restaurant,"228 Kathryn Mountains Suite 986
Cortezmouth, IA 90538",East Garyton,985.790.0081x8718,382,Salad,42,2025-03-20,Restaurant,East Garyton,Non-Vegetarian,Dinner
208,"Miller, Johnson and Fernandez",Restaurant,"228 Kathryn Mountains Suite 986
Cortezmouth, IA 90538",East Garyton,985.790.0081x8718,969,Soup,50,2025-03-21,Restaurant,East Garyton,Non-Vegetarian,Lunch
210,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547,229,Pasta,26,2025-03-22,Grocery Store,Paulmouth,Non-Vegetarian,Dinner
210,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547,458,Dairy,16,2025-03-23,Grocery Store,Paulmouth,Vegan,Lunch
210,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547,518,Fruits,46,2025-03-22,Grocery Store,Paulmouth,Vegan,Lunch
211,"Anderson, Patrick and Scott",Restaurant,"03198 Washington Ferry Suite 086
South Amberside, GA 92116",Lake James,+1-886-931-4697,221,Bread,11,2025-03-19,Restaurant,Lake James,Vegan,Snacks
212,"Dennis, Parker and Sanchez",Supermarket,"456 Nelson Street
Ericside, NH 82097",Port Markview,921-065-5873x078,572,Bread,46,2025-03-22,Supermarket,Port Markview,Vegetarian,Dinner
213,"Anderson, Robinson and Phillips",Grocery Store,"687 Bell Knoll Suite 015
West Bryan, OR 07413",Andersonville,7809531647,459,Rice,2,2025-03-22,Grocery Store,Andersonville,Vegetarian,Snacks
215,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,203,Pasta,8,2025-03-24,Grocery Store,New Curtis,Vegetarian,Breakfast
215,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,208,Rice,27,2025-03-26,Grocery Store,New Curtis,Vegetarian,Dinner
215,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,474,Rice,5,2025-03-22,Grocery Store,New Curtis,Vegetarian,Dinner
217,Williams Ltd,Supermarket,"89168 Fisher Brooks Suite 220
North Kevinville, TN 96538",Mooremouth,4174921015,761,Dairy,46,2025-03-24,Supermarket,Mooremouth,Vegetarian,Snacks
221,Richardson Group,Supermarket,"48378 Morris Pines Apt. 216
Port Williamville, MD 62944",Walterborough,(924)099-7995,448,Vegetables,25,2025-03-23,Supermarket,Walterborough,Vegan,Snacks
221,Richardson Group,Supermarket,"48378 Morris Pines Apt. 216
Port Williamville, MD 62944",Walterborough,(924)099-7995,684,Rice,39,2025-03-29,Supermarket,Walterborough,Vegetarian,Snacks
222,"Tran, Douglas and Harvey",Catering Service,"5607 Ernest Summit
South Petertown, MS 89142",Stephanieberg,(015)911-4687x4992,406,Salad,28,2025-03-22,Catering Service,Stephanieberg,Vegetarian,Snacks
223,Hodges and Sons,Restaurant,"7970 Robinson Field
Salinaschester, CT 85213",Longland,504.107.9130,534,Vegetables,34,2025-03-30,Restaurant,Longland,Non-Vegetarian,Dinner
224,Hughes-Jackson,Restaurant,"66899 Johnson Crescent
New Gregoryland, CO 53101",East Lindsayville,998-292-0906,706,Dairy,45,2025-03-22,Restaurant,East Lindsayville,Non-Vegetarian,Dinner
227,Morse-Hoffman,Grocery Store,"677 Jenna Village
Port Rhonda, OK 56596",Derekport,(440)514-8820x3017,504,Rice,28,2025-03-30,Grocery Store,Derekport,Vegetarian,Lunch
228,Stewart-Soto,Supermarket,"71892 Robinson Common
Harrisfurt, DC 31479",Andrewsmouth,(828)634-0022x45412,212,Salad,33,2025-03-20,Supermarket,Andrewsmouth,Non-Vegetarian,Dinner
230,Phelps-Robbins,Grocery Store,"00248 Hamilton Ferry Suite 310
New Larry, DE 83903",North Melanie,5648556923,500,Pasta,14,2025-03-30,Grocery Store,North Melanie,Vegan,Dinner
231,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,236,Soup,50,2025-03-21,Supermarket,North Tom,Non-Vegetarian,Lunch
231,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,253,Rice,20,2025-03-19,Supermarket,North Tom,Vegan,Snacks
232,"Snyder, Caldwell and Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,599,Fruits,19,2025-03-30,Supermarket,Muellermouth,Vegetarian,Lunch
232,"Snyder, Caldwell and Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,631,Pasta,49,2025-03-30,Supermarket,Muellermouth,Non-Vegetarian,Dinner
234,Sherman-Baker,Catering Service,"07362 Kimberly Village Suite 643
Andersonton, VA 24172",New Joel,301.017.1427,567,Bread,3,2025-03-28,Catering Service,New Joel,Vegetarian,Breakfast
234,Sherman-Baker,Catering Service,"07362 Kimberly Village Suite 643
Andersonton, VA 24172",New Joel,301.017.1427,984,Chicken,26,2025-03-23,Catering Service,New Joel,Non-Vegetarian,Dinner
235,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,128,Rice,39,2025-03-22,Catering Service,Gutierrezshire,Vegetarian,Snacks
235,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,805,Chicken,1,2025-03-22,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner
237,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,289,Vegetables,31,2025-03-17,Supermarket,Frederickside,Non-Vegetarian,Breakfast
237,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,716,Dairy,29,2025-03-21,Supermarket,Frederickside,Vegetarian,Snacks
237,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,822,Dairy,27,2025-03-25,Supermarket,Frederickside,Vegan,Lunch
237,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,862,Dairy,4,2025-03-19,Supermarket,Frederickside,Non-Vegetarian,Lunch
238,Decker Group,Grocery Store,"4464 Charles Creek
Sanchezborough, GA 09107",North Julieburgh,+1-152-318-5664x8137,312,Fruits,11,2025-03-26,Grocery Store,North Julieburgh,Non-Vegetarian,Breakfast
238,Decker Group,Grocery Store,"4464 Charles Creek
Sanchezborough, GA 09107",North Julieburgh,+1-152-318-5664x8137,747,Dairy,39,2025-03-19,Grocery Store,North Julieburgh,Vegan,Lunch
239,"Simpson, Thomas and Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,574,Vegetables,17,2025-03-29,Grocery Store,South Bradleyburgh,Non-Vegetarian,Breakfast
239,"Simpson, Thomas and Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,657,Rice,14,2025-03-28,Grocery Store,South Bradleyburgh,Vegan,Lunch
